[49, 8, 53, 7, 12, 51]
[18, 57, 27, 23, 36, 50]
[46, 39, 29, 10, 53, 23]
[22, 16, 17, 55, 6, 47]
[11, 15, 3, 46, 44, 16]
[43, 10, 48, 4, 35, 31]
[1, 7, 15, 24, 12, 10]
[40, 1, 20, 38, 56, 21]
[22, 20, 2, 48, 56, 11]
[15, 48, 2, 16, 38, 24]
[29, 46, 19, 12, 47, 55]
[56, 10, 23, 51, 2, 53]
[45, 36, 37, 39, 8, 49]
[28, 10, 40, 12, 27, 51]
[46, 7, 11, 12, 19, 45]
[31, 41, 19, 2, 57, 22]
[33, 1, 51, 54, 12, 56]
[55, 48, 54, 44, 8, 43]
[40, 55, 39, 12, 56, 21]
[41, 42, 43, 24, 17, 25]
[11, 47, 46, 57, 58, 39]
[14, 31, 32, 33, 40, 13]
[28, 31, 33, 44, 8, 46]
[18, 29, 26, 55, 35, 21]
[7, 14, 55, 2, 37, 57]
[52, 49, 26, 12, 56, 22]
[6, 53, 33, 9, 8, 15]
[48, 26, 16, 17, 5, 21]
[12, 58, 48, 34, 7, 1]
[16, 44, 18, 3, 30, 6]
[29, 57, 38, 43, 39, 13]
[34, 45, 2, 43, 47, 46]
[49, 21, 36, 29, 44, 32]
[55, 8, 4, 40, 42, 33]
[45, 26, 17, 41, 48, 39]
[44, 3, 6, 9, 58, 37]
[47, 17, 13, 26, 46, 51]
[22, 25, 17, 24, 20, 14]
[27, 11, 57, 23, 6, 21]
[11, 45, 40, 31, 57, 17]
[14, 27, 35, 21, 10, 20]
[36, 4, 55, 14, 51, 43]
[28, 49, 23, 26, 34, 43]
[17, 53, 52, 21, 44, 24]
[39, 25, 7, 15, 10, 8]
[32, 19, 24, 45, 41, 57]
[6, 30, 11, 49, 45, 2]
[19, 10, 2, 51, 42, 32]
[56, 37, 52, 42, 15, 49]
[46, 3, 19, 54, 20, 36]
[22, 21, 15, 34, 40, 8]
[11, 19, 9, 27, 48, 1]
[58, 12, 51, 7, 24, 28]
[26, 9, 20, 24, 5, 15]
[15, 20, 30, 36, 54, 24]
[54, 19, 57, 18, 10, 30]
[22, 20, 9, 11, 54, 15]
[36, 30, 16, 21, 51, 31]
[47, 8, 58, 22, 4, 44]
[53, 5, 9, 4, 16, 56]
[58, 3, 17, 8, 32, 7]
[53, 40, 26, 13, 18, 45]
[43, 17, 36, 47, 32, 20]
[58, 49, 57, 32, 27, 30]
[14, 28, 18, 7, 58, 15]
[43, 21, 22, 15, 37, 6]
[39, 36, 56, 44, 38, 21]
[42, 54, 44, 30, 14, 35]
[31, 50, 12, 16, 13, 4]
[47, 45, 20, 42, 58, 3]
[55, 39, 50, 2, 18, 26]
[44, 45, 34, 42, 15, 28]
[40, 4, 15, 48, 18, 23]
[19, 23, 4, 51, 12, 1]
[20, 17, 16, 34, 44, 37]
[13, 33, 14, 45, 17, 23]
[53, 50, 34, 55, 15, 51]
[52, 14, 11, 54, 13, 15]
[27, 29, 36, 28, 44, 13]
[22, 45, 30, 13, 35, 54]
[38, 17, 6, 13, 43, 29]
[16, 41, 51, 46, 14, 35]
[29, 14, 36, 51, 43, 6]
[57, 8, 29, 22, 39, 19]
[44, 13, 24, 43, 18, 8]
[45, 4, 46, 24, 55, 50]
[21, 32, 17, 12, 13, 50]
[4, 12, 27, 20, 14, 51]
[52, 29, 57, 44, 38, 47]
[42, 10, 19, 57, 13, 21]
[14, 22, 30, 13, 58, 5]
[21, 46, 33, 37, 8, 31]
[34, 29, 45, 47, 49, 58]
[16, 13, 12, 51, 6, 15]
[26, 1, 20, 55, 48, 28]
[51, 21, 44, 24, 54, 4]
[49, 11, 50, 30, 38, 9]
[13, 29, 35, 16, 56, 43]
[4, 48, 16, 29, 2, 38]
[40, 55, 39, 3, 11, 51]
[26, 32, 58, 37, 2, 49]
[36, 41, 43, 14, 45, 1]
[52, 22, 37, 7, 41, 6]
[43, 36, 25, 51, 42, 5]
[54, 22, 12, 27, 48, 38]
[18, 53, 14, 3, 7, 23]
[38, 25, 16, 52, 33, 29]
[52, 24, 25, 7, 11, 36]
[27, 28, 48, 45, 19, 47]
[32, 7, 13, 54, 56, 39]
[15, 56, 18, 55, 24, 31]
[44, 49, 42, 54, 40, 2]
[8, 22, 39, 42, 24, 19]
[9, 20, 26, 16, 54, 2]
[17, 8, 52, 28, 5, 33]
[39, 10, 45, 40, 21, 24]
[18, 4, 35, 30, 58, 33]
[57, 44, 32, 33, 17, 6]
[3, 43, 9, 42, 52, 47]
[19, 27, 42, 39, 26, 17]
[30, 53, 12, 58, 33, 16]
[16, 17, 44, 54, 7, 15]
[4, 9, 48, 15, 38, 30]
[34, 50, 5, 20, 30, 47]
[3, 10, 11, 25, 29, 9]
[12, 32, 3, 29, 53, 26]
[15, 17, 10, 13, 25, 27]
[16, 19, 6, 47, 33, 51]
[18, 54, 17, 11, 47, 51]
[6, 22, 1, 29, 32, 54]
[37, 34, 29, 42, 44, 32]
[51, 53, 1, 4, 25, 33]
[1, 46, 36, 9, 14, 2]
[13, 53, 40, 54, 46, 44]
[49, 26, 23, 8, 35, 5]
[40, 44, 7, 11, 38, 18]
[4, 15, 22, 41, 9, 37]
[1, 46, 10, 3, 36, 16]
[4, 2, 41, 6, 58, 35]
[5, 45, 14, 24, 32, 25]
[39, 34, 27, 6, 20, 21]
[23, 11, 52, 33, 15, 50]
[35, 4, 54, 26, 52, 43]
[35, 4, 47, 32, 56, 49]
[46, 39, 22, 32, 28, 41]
[20, 32, 18, 16, 17, 24]
[27, 55, 58, 4, 10, 52]
[13, 32, 11, 23, 38, 29]
[6, 39, 19, 11, 34, 10]
[30, 56, 14, 33, 35, 26]
[23, 17, 19, 22, 34, 4]
[51, 50, 34, 57, 45, 42]
[39, 57, 41, 7, 23, 33]
[50, 14, 34, 45, 15, 17]
[20, 3, 11, 18, 13, 35]
[36, 25, 1, 47, 40, 17]
[14, 15, 40, 49, 4, 47]
[57, 53, 15, 42, 33, 41]
[55, 16, 6, 10, 24, 2]
[51, 19, 23, 9, 18, 57]
[11, 49, 32, 25, 34, 15]
[42, 30, 20, 10, 36, 31]
[28, 51, 56, 25, 30, 18]
[1, 57, 25, 11, 41, 54]
[5, 50, 24, 44, 57, 16]
[16, 25, 45, 27, 17, 47]
[30, 11, 12, 45, 42, 31]
[12, 55, 43, 2, 1, 35]
[58, 50, 2, 14, 45, 23]
[5, 40, 14, 46, 52, 26]
[15, 39, 48, 29, 44, 26]
[57, 51, 49, 8, 48, 5]
[1, 25, 13, 43, 56, 19]
[52, 3, 4, 49, 20, 48]
[28, 56, 4, 1, 34, 24]
[34, 37, 40, 36, 22, 56]
[16, 39, 57, 48, 30, 15]
[21, 7, 22, 6, 14, 4]
[33, 23, 13, 11, 30, 4]
[39, 48, 40, 21, 32, 31]
[50, 8, 20, 12, 23, 21]
[34, 11, 53, 13, 51, 14]
[46, 3, 7, 45, 25, 52]
[31, 35, 10, 9, 27, 30]
[43, 1, 38, 16, 52, 34]
[37, 23, 48, 50, 41, 36]
[55, 57, 9, 13, 42, 21]
[40, 50, 38, 34, 20, 4]
[11, 44, 25, 50, 2, 10]
[19, 56, 34, 6, 11, 57]
[31, 29, 28, 10, 54, 19]
[36, 2, 5, 23, 1, 45]
[6, 49, 7, 1, 30, 41]
[40, 25, 44, 41, 19, 2]
[1, 38, 12, 50, 58, 28]
[3, 38, 22, 8, 56, 10]
[38, 27, 11, 48, 19, 30]
[47, 31, 27, 14, 13, 41]
[2, 42, 41, 5, 46, 17]
[40, 38, 8, 50, 22, 25]
[35, 14, 54, 53, 44, 37]
[39, 12, 48, 52, 17, 46]
[33, 47, 57, 19, 51, 20]
[58, 9, 17, 40, 4, 29]
[45, 39, 43, 49, 5, 11]
[27, 6, 31, 43, 10, 2]
[50, 40, 31, 15, 35, 17]
[45, 19, 48, 38, 7, 58]
[42, 12, 38, 25, 46, 40]
[57, 30, 18, 42, 14, 12]
[30, 26, 2, 46, 48, 39]
[52, 49, 4, 44, 23, 55]
[22, 5, 18, 41, 32, 57]
[19, 35, 15, 46, 1, 43]
[5, 13, 29, 27, 31, 33]
[30, 13, 29, 54, 31, 35]
[25, 36, 4, 3, 45, 27]
[1, 4, 42, 10, 7, 56]
[37, 46, 35, 17, 36, 45]
[45, 56, 28, 40, 48, 21]
[35, 27, 7, 43, 13, 48]
[24, 26, 34, 19, 58, 37]
[46, 48, 34, 47, 17, 43]
[3, 52, 49, 56, 22, 50]
[21, 43, 31, 54, 3, 40]
[16, 46, 43, 34, 3, 32]
[34, 21, 7, 18, 51, 2]
[50, 43, 11, 58, 10, 31]
[24, 39, 49, 58, 22, 35]
[30, 24, 56, 19, 44, 46]
[22, 46, 36, 13, 12, 9]
[36, 27, 12, 21, 9, 56]
[48, 58, 41, 21, 24, 50]
[39, 2, 38, 31, 50, 6]
[41, 19, 15, 16, 45, 34]
[44, 34, 45, 52, 4, 14]
[50, 41, 37, 5, 16, 43]
[52, 58, 50, 22, 1, 14]
[25, 11, 20, 36, 28, 33]
[5, 42, 54, 18, 9, 17]
[49, 11, 34, 29, 43, 20]
[58, 32, 5, 34, 52, 31]
[17, 49, 29, 15, 47, 50]
[6, 57, 33, 27, 18, 35]
[1, 15, 30, 16, 9, 43]
[12, 43, 18, 1, 25, 7]
[56, 3, 43, 57, 50, 28]
[24, 38, 5, 9, 35, 54]
[53, 51, 21, 20, 11, 7]
[53, 36, 3, 57, 13, 43]
[7, 34, 26, 46, 5, 44]
[7, 27, 10, 31, 5, 48]
[39, 41, 2, 16, 37, 25]
[34, 21, 16, 13, 43, 18]
[51, 58, 53, 46, 34, 31]
[31, 41, 16, 11, 4, 8]
[50, 29, 34, 47, 19, 13]
[18, 31, 46, 54, 39, 23]
[49, 19, 45, 37, 29, 13]
[43, 27, 50, 51, 21, 20]
[20, 26, 52, 12, 17, 57]
[26, 23, 19, 6, 9, 51]
[16, 6, 23, 12, 43, 17]
[8, 25, 40, 4, 12, 47]
[48, 42, 34, 25, 16, 49]
